"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1","44164","Algeria","1009","82221","1051.28571428571","2.30097144323405","17","2410","19.7142857142857","0.0387676060802566","2.39740179113116","-0.0257364779860527","-0.0338809330449301","0.558347062669286","1.65634738947342"
"2","44171","Algeria","750","88252","861.571428571429","1.71033556236426","15","2516","15.1428571428571","0.0342067112472852","1.96476833840359","-0.0843765544099703","0.00423511663061623","0.47217034474184","1.69693170529513"
"3","44178","Algeria","464","92102","550","1.05812760124936","12","2596","11.4285714285714","0.0273653689978282","1.25424607906713","-0.0931725658735579","-0.010099124273008","0.310476398386686","1.39070459500407"
"4","44185","Algeria","422","95203","443","0.962348809756958","7","2666","10","0.0159631319153998","1.01023820550316","-0.0136826844989141","0.0211755831530813","0.235935038715994","0.887781908599844"
"5","44192","Algeria","392","98249","435.142857142857","0.893935387262388","6","2728","8.85714285714286","0.0136826844989141","0.992320404373627","-0.00977334607065293","-0.0117280152847835","0.261447540897577","0.723230148657033"
"6","44199","Algeria","249","100408","308.428571428571","0.567831406704935","3","2772","6.28571428571429","0.00684134224945705","0.703355138884656","-0.0465862829367789","0.00358356022590607","0.341812579821883","0.761300031497843"
"7","44206","Algeria","231","102144","248","0.526783353208193","4","2807","5","0.00912178966594273","0.565550959288449","-0.00586400764239176","-0.00390933842826118","0.260442773678359","0.539608262640789"
"8","44164","Bahrain","142","86787","154.571428571429","8.34520958523721","0","341","0.428571428571429","0","9.0840208966063","0.23507632634471","0.184702827842272","2.03900135270815","5.95445645960758"
"9","44171","Bahrain","198","87930","163.285714285714","11.6362781540631","0","341","0","0","9.59615146471441","0.47015265268942","0.453361486521941","2.10284105350451","6.42986216496548"
"10","44178","Bahrain","178","89143","173.285714285714","10.4608965223396","0","348","1","0","10.1838422805762","-0.167911661674793","-0.277054241763408","2.38528336611874","6.79235901530087"
"11","44185","Bahrain","220","90282","162.714285714286","12.9291979489591","0","349","0.142857142857143","0","9.56256913237945","0.352614489517065","0.0671646646699171","2.1221864173822","7.20833900748902"
"12","44192","Bahrain","215","91733","207.285714285714","12.6353525410282","0","351","0.285714285714286","0","12.1819910545062","-0.0419779154186981","-0.335823323349586","3.22158375951944","6.87824790479122"
"13","44199","Bahrain","294","93478","249.285714285714","17.2781099863362","0","352","0.142857142857143","0","14.6502924811257","0.663251063615432","0.184702827842272","6.37509353648302","9.34592308353879"
"14","44206","Bahrain","241","95558","297.142857142857","14.1633486622688","1","356","0.571428571428571","0.0587690815861775","17.4628128141785","-0.444965903438201","-0.579295232778035","8.16210955181169","11.2395835842696"
"15","44164","Djibouti","1","5677","1.28571428571429","0.101214574898785","0","61","0","0","0.130133024869867","-0.0867553499132446","-0.0722961249277039","0.0499760944435844","0.194456361320758"
"16","44171","Djibouti","9","5701","3.42857142857143","0.910931174089069","0","61","0","0","0.347021399652979","0.115673799884326","0.0867553499132446","0.0533078340731567","0.0921109079940433"
"17","44178","Djibouti","3","5728","3.85714285714286","0.303643724696356","0","61","0","0","0.390399074609601","-0.0867553499132446","-0.115673799884326","0.109947407775886","0.245629087984115"
"18","44185","Djibouti","0","5781","7.57142857142857","0","0","61","0","0","0.766338924233661","-0.0433776749566223","7.93016446160826e-18","0.186577419256048","0.27633272398213"
"19","44192","Djibouti","8","5813","4.57142857142857","0.809716599190283","0","61","0","0","0.462695199537305","0.115673799884326","0.115673799884326","0.083220319537196","0.542430902631588"
"20","44199","Djibouti","1","5842","4.14285714285714","0.101214574898785","0","61","0","0","0.419317524580682","-0.101214574898785","-0.101214574898785","0.237251090053195","0.354975941670773"
"21","44206","Djibouti","5","5871","4.14285714285714","0.506072874493927","0","61","0","0","0.419317524580682","0.0578368999421631","0.0578368999421631","0.16475770142583","0.321696947139138"
"22","44164","Egypt","358","115541","359.142857142857","0.349833473403529","15","6636","12.5714285714286","0.0146578270979132","0.350950260230037","0.000977188473194216","0.00195437694638843","0.0806418845838169","0.223312109018737"
"23","44171","Egypt","418","118432","413","0.408464781795182","21","6771","19.2857142857143","0.0205209579370785","0.403578839429211","0.00837590119880756","-0.00279196706626919","0.0910638912073337","0.248410018616418"
"24","44178","Egypt","486","121575","449","0.474913597972389","22","6920","21.2857142857143","0.0214981464102727","0.438757624464203","0.00949268802531524","0.00293156541958265","0.0989125628620809","0.28566164034211"
"25","44185","Egypt","664","125555","568.571428571429","0.648853146200959","29","7098","25.4285714285714","0.0283384657226322","0.555601446187568","0.0248485068897958","0.00628192589910568","0.122297744390775","0.310561928604376"
"26","44192","Egypt","1226","132541","998","1.19803306813611","53","7405","43.8571428571429","0.0517909890792934","0.975234096247827","0.0784542745621641","-0.00223357365301535","0.244045031441586","0.39876971458644"
"27","44199","Egypt","1309","142187","1378","1.27913971141123","64","7805","57.1428571428571","0.0625400622844298","1.34656571606163","0.0115866633250171","-0.018845777697317","0.608464369011379","0.74819155679852"
"28","44206","Egypt","993","149792","1086.42857142857","0.970348153881856","55","8197","56","0.0537453660256818","1.06164547694886","-0.0441130796470532","0.0142390320379728","0.503988943525999","1.03307411349535"
"29","44164","Iran","12950","948749","13484","15.4179608576429","388","47874","438.857142857143","0.461943537665287","16.0537285099967","-0.0175184773120487","-0.0976272424962717","3.70318675709149","11.1109561075131"
"30","44171","Iran","11561","1040547","13114","13.7642506158463","294","50310","348","0.350029381632975","15.6132153426355","-0.236244320256658","-0.0234713579520654","3.65208183142399","11.3631686593344"
