"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1","44205","Angola","90","18156","78.2857142857143","0.273836959664911","1","416","1.28571428571429","0.00304263288516568","0.238194688724399","0.0217330920368977","-0.0117358696999248","0.0330076226720036","0.0936286383678413"
"2","44212","Angola","86","18765","87","0.261666428124249","3","431","2.14285714285714","0.00912789865549704","0.264709061009414","-0.00173864736295183","0.009562560496235","0.0406298648552976","0.11178321094897"
"3","44219","Angola","98","19367","86","0.298178022746237","5","457","3.71428571428571","0.0152131644258284","0.261666428124249","0.00521594208885545","-0.00608526577033136","0.0391054164186388","0.124226232605698"
"4","44226","Angola","59","19782","59.2857142857143","0.179515340224775","0","464","1","0","0.180384663906251","-0.0169518117887802","0.000869323681475905","0.0300912865323085","0.122798344874598"
"5","44233","Angola","32","20062","40","0.0973642523253018","1","475","1.57142857142857","0.00304263288516568","0.121705315406627","-0.0117358696999248","-0.00434661840737954","0.0231437550975036","0.0917131152920407"
"6","44240","Angola","35","20329","38.1428571428571","0.106492150980799","1","491","2.28571428571429","0.00304263288516568","0.116054711477034","0.00130398552221386","0.00173864736295182","0.0392056690858933","0.0906195083204702"
"7","44247","Angola","21","20499","24.2857142857143","0.0638952905884793","0","498","1","0","0.0738925129254522","-0.00608526577033136","-0.00304263288516568","0.0273251633022892","0.0864121740055913"
"8","44205","Benin","0","3304","7.57142857142857","0","0","44","0","0","0.0624540432511925","0","0","0.00952344215104547","0.0254382381545485"
"9","44212","Benin","0","3413","15.5714285714286","0","0","46","0.285714285714286","0","0.128443221026037","0","0","0.0195859470653577","0.029309274395458"
"10","44219","Benin","0","3643","32.8571428571429","0","0","48","0.285714285714286","0","0.271026980146685","0","-0.0718810686475989","0.0413281451837822","0.0602775643227344"
"11","44226","Benin","0","3786","20.4285714285714","0","0","48","0","0","0.168508078960765","0","0.0718810686475989","0.0256953250490472","0.127191190772742"
"12","44233","Benin","0","4193","58.1428571428571","0","0","55","1","0","0.479599917042176","0","-0.0871999849167594","0.0896286649778435","0.0790797403500094"
"13","44240","Benin","0","4560","52.4285714285714","0","0","56","0.142857142857143","0","0.432464790060144","0","0.0871999849167594","0.147755679184757","0.357101154766276"
"14","44247","Benin","0","5143","83.2857142857143","0","0","65","1.28571428571429","0","0.686994475763118","0","0","0.234718149767611","0.322005218179909"
"15","44205","Botswana","0","16050","177.857142857143","0","0","48","0.857142857142857","0","7.56315278133577","0","-5.07530525542929e-16","1.15328398680088","2.22368175088505"
"16","44212","Botswana","0","17365","187.857142857143","0","0","71","3.28571428571429","0","7.98839028711368","0","0","1.21812726316719","3.54933817929729"
"17","44219","Botswana","0","19654","327","0","0","105","4.85714285714286","0","13.9052664389378","0","0","2.12037513717848","3.74889936206902"
"18","44226","Botswana","0","21293","234.142857142857","0","0","134","4.14285714285714","0","9.95663245671432","0","0","1.51825899949128","6.52565067663573"
"19","44233","Botswana","0","23503","315.714285714286","0","0","163","4.14285714285714","0","13.4253555395599","0","0","2.0471948681365","4.67258255089819"
"20","44240","Botswana","0","24926","203.285714285714","0","0","202","5.57142857142857","0","8.64447101031389","0","0","2.95346514832857","9.99626938197122"
"21","44247","Botswana","0","26524","228.285714285714","0","0","254","7.42857142857143","0","9.70756477475868","0","0","3.31668117148915","6.43651191427378"
"22","44205","Burkina Faso","0","7866","132.285714285714","0","0","89","0.428571428571429","0","0.632846895726398","-0.0765430370640999","-0.0984124762252714","0.108172884184489","0.219696301631939"
"23","44212","Burkina Faso","118","9000","162","0.564504898347737","4","101","1.71428571428571","0.019135759266025","0.774998250274012","0.0806435569068196","0.135317154809748","0.105880202631446","0.29699091286303"
"24","44219","Burkina Faso","110","9967","138.142857142857","0.526233379815687","2","109","1.14285714285714","0.0095678796330125","0.660867114651649","-0.00546735979029284","-0.0498896580864223","0.101607477918957","0.363701614672436"
"25","44226","Burkina Faso","157","10580","87.5714285714286","0.751078551191481","0","120","1.57142857142857","0","0.41893644393119","0.0321207387679705","0.0949953763563384","0.0589844435919278","0.310140618508153"
"26","44233","Burkina Faso","84","11227","92.4285714285714","0.401850944586525","2","134","2","0.0095678796330125","0.442172723039935","-0.0498896580864223","-0.079960136933033","0.0866687825226018","0.226141682348277"
"27","44240","Burkina Faso","50","11588","51.5714285714286","0.239196990825312","1","138","0.571428571428571","0.00478393981650625","0.246714610536965","-0.0232362791087446","-0.03827151853205","0.0922312705285995","0.329233564045473"
"28","44247","Burkina Faso","20","11783","27.8571428571429","0.095678796330125","0","139","0.142857142857143","0","0.133266894888388","-0.0205025992135982","0.0150352394233053","0.0525367996681896","0.1836990983314"
"29","44205","Burundi","0","885","9","0","0","2","0","0","0.0756888696321454","0","0.00480564251632668","0.0115415837613683","0.0202973096764761"
"30","44212","Burundi","35","1185","42.8571428571429","0.29434560412501","0","2","0","0","0.360423188724502","0.0420493720178585","-0.0144169275489801","0.0485479316946446","0.0355202919338331"
"31","44219","Burundi","58","1438","36.1428571428571","0.487772715407159","0","2","0","0","0.303956889157663","0.0276324444688785","0.0576677101959203","0.0421359407161066","0.169144247303967"
"32","44226","Burundi","9","1613","25","0.0756888696321454","0","2","0","0","0.210246860089293","-0.058869120825002","-0.0564662995668386","0.041036742262643","0.142644981893012"
"33","44233","Burundi","19","1717","14.8571428571429","0.159787613667862","0","3","0.142857142857143","0","0.124946705424494","0.0120141062908167","0.0216253913234701","0.019948058296682","0.101644081732055"
