"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1","44220","Alabama","1728","441170","2653.14285714286","35.3421428260256","3","6660","77.1428571428571","0.061357886850739","54.2637464091392","-0.552220981656651","-1.14242541707805","3.07558960287638","44.7726384694856"
"2","44227","Alabama","4057","459639","2638.42857142857","82.9763156511493","122","7688","146.857142857143","2.49522073193005","53.962800583157","6.80488183216053","16.6075347076","2.6459152598702","40.1738062448201"
"3","44234","Alabama","1112","472423","1826.28571428571","22.7433233926739","2","8515","118.142857142857","0.0409052579004926","37.3523440714213","-8.6047131797822","-14.4249470181952","2.57853786384748","39.9510029902856"
"4","44241","Alabama","1075","480931","1215.42857142857","21.9865761215148","0","9242","103.857142857143","0","24.8587095869565","-0.108106753022731","2.2381019679841","1.40082688324602","27.6535612230121"
"5","44248","Alabama","857","486843","844.571428571429","17.5279030103611","2","9592","50","0.0409052579004926","17.2737060505509","-0.636953301593385","0.575595414742646","1.41685973789204","17.779350072028"
"6","44255","Alabama","569","493252","915.571428571429","11.6375458726902","-1","9929","48.1428571428571","-0.0204526289502463","18.7258427060184","-0.841479591095848","-1.01678783924082","2.7997492448526","11.1573696243956"
"7","44262","Alabama","408","499819","938.142857142857","8.3446726117005","-1","10148","31.2857142857143","-0.0204526289502463","19.1874877594668","-0.470410465855666","0.435348816226672","2.81270911144815","12.0953284713721"
"8","44220","Alaska","165","51610","187.714285714286","23.1704474283612","0","259","4.28571428571429","0","26.3601453860317","-2.28695325266942","-3.47055186589306","1.60731850443557","24.8325841193182"
"9","44227","Alaska","128","52598","141.142857142857","17.9746501262438","0","262","0.428571428571429","0","19.8202615231349","-0.742256757445337","1.38420854766833","1.1537125119373","19.5155595291771"
"10","44234","Alaska","0","53279","97.2857142857143","0","0","279","2.42857142857143","0","13.6615365356831","-2.56780716089198","0.14042695411128","0.910588704543683","14.6737997068698"
"11","44241","Alaska","0","54282","143.285714285714","0","0","282","0.428571428571429","0","20.121176424802","1.01506105108586e-15","1.01506105108586e-15","1.12894990192499","10.1142283404639"
"12","44248","Alaska","0","55198","130.857142857143","0","0","289","1","0","18.3758699951332","0","-1.01506105108586e-15","1.36079449597515","14.896580066792"
"13","44255","Alaska","0","55989","113","0","0","290","0.142857142857143","0","15.8682458145746","0","-1.01506105108586e-15","2.27047464961738","11.8692753660124"
"14","44262","Alaska","0","56886","128.142857142857","0","0","305","2.14285714285714","0","17.9947111196883","0","0","2.57473547497698","10.2495598411744"
"15","44220","Arizona","7217","722572","6956","99.4201752561271","68","12238","138.857142857143","0.936756535598815","95.8246832591964","0.464442315969159","3.21764062122702","5.3504294375004","80.6233329691963"
"16","44227","Arizona","5025","758402","5118.57142857143","69.2235528144712","22","13120","126","0.303068290929028","70.5125770388772","-4.31380320595084","0.00983987957561843","4.19832483227341","70.9431713339618"
"17","44234","Arizona","1544","780635","3176.14285714286","21.2698836906554","37","14048","132.571428571429","0.509705762017002","43.7540085209421","-6.85052416054511","-3.60729985242149","2.83929632152644","52.2035206788764"
"18","44241","Arizona","1947","797268","2376.14285714286","26.821543747219","30","14978","132.857142857143","0.413274942175948","32.7333433962502","0.793094293794795","4.09929383120238","1.79208910703796","32.3929912155584"
"19","44248","Arizona","1804","807965","1528.14285714286","24.8515998561803","25","15505","75.2857142857143","0.344395785146623","21.0514383640767","-0.281420555862669","-0.785222390134301","1.8756052388633","23.5392816756415"
"20","44255","Arizona","1075","816780","1259.28571428571","14.8090187613048","13","15980","67.8571428571429","0.179085808276244","17.3477076918142","-1.43465444212508","0.273548652202175","2.68743486730424","13.5974687925001"
"21","44262","Arizona","1335","826452","1381.71428571429","18.3907349268297","5","16328","49.7142857142857","0.0688791570293246","19.0342630510751","0.511673737932126","-0.582520870876574","2.65026581842702","11.2051684963905"
"22","44220","Arkansas","1071","284066","1844.57142857143","35.55137156594","43","4606","42.1428571428571","1.42736599190982","61.2297331811948","0.450497572197451","4.86063170002514","3.41017396951374","56.4461180987309"
"23","44227","Arkansas","881","295268","1600.28571428571","29.2444055551757","30","4868","37.4285714285714","0.995836738541737","53.1207768816406","-0.900995144394904","-1.90157396264398","3.03102924714836","45.3310285415358"
"24","44234","Arkansas","672","306736","1638.28571428571","22.3067429433349","15","5076","29.7142857142857","0.497918369270868","54.3821700837935","-0.991094658834395","1.2993298398116","3.10685819162143","39.3276163043901"
"25","44241","Arkansas","466","313028","898.857142857143","15.4686640053483","13","5265","27","0.431529253368086","29.8371655185934","-0.97686841971237","0.85831642702883","1.72889993398613","40.2614804301683"
"26","44248","Arkansas","284","315514","355.142857142857","9.42725445819511","9","5357","13.1428571428571","0.298751021562521","11.7888101524512","-0.863058506736172","1.20923032537211","1.03363392678572","21.4539001832729"
"27","44255","Arkansas","3220","322415","985.857142857143","106.88647660348","-174","5243","-16.2857142857143","-5.77585308354207","32.7250920603644","13.9227460207549","13.7330628324613","2.69029422250674","7.61458553930478"
"28","44262","Arkansas","165","324818","343.285714285714","5.47710206197955","22","5319","10.8571428571429","0.730280274930607","11.3952175367419","-14.4870535059286","-13.39637517324","3.70331043289831","21.1376728908859"
"29","44220","California","24111","3109098","23810.8571428571","61.2636284639797","429","36790","485.428571428571","1.09004589652222","60.5009956206254","-6.57657394378609","-0.169877282574893","3.76355805358205","72.9647815757067"
"30","44227","California","18974","3243295","19171","48.2110276004957","481","40697","558.142857142857","1.22217267185825","48.7115848070572","-1.86465726621201","-0.214887502744308","2.83770900482592","44.7915125018415"
