"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1","44345","Afghanistan","981","70111","660.714285714286","2.520015","18","2899","15.2857142857143","0.046239","1.69725757142857","0.211010428571429","0.115964","0.920161331738137","0.226128119729039"
"2","44352","Afghanistan","1335","77963","1121.71428571429","3.429378","36","3104","29.2857142857143","0.092478","2.88148485714286","0.129909","-0.143487142857143","1.70354824044929","0.504263563171591"
"3","44359","Afghanistan","1024","88740","1539.57142857143","2.630474","37","3449","49.2857142857143","0.095046","3.95488542857143","-0.114129142857143","-0.229726142857143","2.51919735213747","0.856103307917393"
"4","44366","Afghanistan","0","98734","1427.71428571429","0","0","3934","69.2857142857143","0","3.667544","-0.375782","-0.514865285714286","2.50329311292008","1.17501589135245"
"5","44373","Afghanistan","0","111592","1836.85714285714","0","0","4519","83.5714285714286","0","4.71855942857143","0","0.0524772857142854","3.27010233678245","1.08964534120296"
"6","44380","Afghanistan","0","120216","1232","0","0","4962","63.2857142857143","0","3.164789","0","0.755967714285715","3.41942935054051","1.80110450702836"
"7","44387","Afghanistan","0","131586","1624.28571428571","0","0","5561","85.5714285714286","0","4.17250128571429","0","-0.540553571428572","4.50822262133098","1.20802033289629"
"8","44345","Bangladesh","1043","797386","1380","0.633313","38","12549","28.7142857142857","0.023074","0.837941142857143","0.00130114285714286","0.0139655714285714","0.51797830548253","0.20437104205975"
"9","44352","Bangladesh","1447","809314","1704","0.878624","43","12801","36","0.02611","1.03467514285714","0.0350444285714286","-0.0108427142857143","0.618888677918825","0.248956430384085"
"10","44359","Bangladesh","1637","824486","2167.42857142857","0.993992","39","13071","38.5714285714286","0.023681","1.31607057142857","0.0164811428571429","-0.0327024285714286","0.804598309947455","0.307407068346771"
"11","44366","Bangladesh","3057","848027","3363","1.856222","67","13466","56.4285714285714","0.040683","2.042026","0.123175714285714","-0.000780571428571448","1.18799342545056","0.391011032683305"
"12","44373","Bangladesh","4334","883138","5015.85714285714","2.631621","77","14053","83.8571428571429","0.046755","3.04564685714286","0.110771285714286","-0.061501","2.05190060996864","0.629130130007202"
"13","44380","Bangladesh","6214","936256","7588.28571428571","3.773164","134","14912","122.714285714286","0.081365","4.60763514285714","0.163077571428571","-0.0636697142857144","4.80216867851535","1.16254301005541"
"14","44387","Bangladesh","8772","1009315","10437","5.326391","185","16189","182.428571428571","0.112333","6.337385","0.221889571428571","-0.0245484285714286","6.60755094938509","1.75876399315686"
"15","44345","Bhutan","100","1603","30.1428571428571","12.959949","0","1","0","0","3.90649885714286","1.51816542857143","1.96250642857143","1.47865856552246","0.621574928764082"
"16","44352","Bhutan","13","1682","11.2857142857143","1.684793","0","1","0","0","1.46262257142857","-1.61073657142857","-1.66627914285714","1.90276984241297","1.16064000325569"
