Date,Country,New Cases,Cumulative Cases,7 Day Moving Average,Infection Rate,Deaths,Cumulative Deaths,7 Day Moving Average,Death Rate,Speed,Acceleration,Jerk,1 Day Persistence,7 Day Persistence
10/1/2020,MT,429,13500,322.5714286,40.13929927,1,181,2.285714286,0.0935648,30.18133126,1.323273602,-0.481190401,1.057010046,23.2154783
10/8/2020,MT,614,16677,453.8571429,57.44878731,4,197,2.285714286,0.374259201,42.46505288,2.472784005,-2.459417605,1.464832819,32.86554859
10/15/2020,MT,723,20933,608,67.64735053,5,230,4.714285714,0.467824001,56.88739851,1.456937603,3.020806406,2.030301371,46.24173954
10/22/2020,MT,928,25640,672.4285714,86.82813456,3,278,6.857142857,0.280694401,62.91564492,2.740112005,2.472784005,2.204103393,61.9467559
10/29/2020,MT,887,30853,744.7142857,82.99197775,12,337,8.428571429,1.122777602,69.67904333,-0.548022401,-0.561388801,2.57226993,68.51113252
11/5/2020,MT,1013,36968,873.5714286,94.78114258,3,407,10,0.280694401,81.73553615,1.684166403,-0.668320001,1.114530046,82.14823473
11/12/2020,MT,961,43031,866.1428571,89.91577297,0,472,9.285714286,0,81.04048335,-0.695052801,-2.339120004,0.815337067,97.8219118
10/1/2020,NC,2277,212909,2102.857143,21.71035243,47,3579,31.85714286,0.448127608,20.04996473,0.802271007,0.06265614,0.705002598,12.77505399
10/8/2020,NC,2428,225397,1784,23.15008156,29,3722,20.42857143,0.276504269,17.00977986,0.205675589,-0.08853585,0.615499048,21.83313534
10/15/2020,NC,2532,238939,1934.571429,24.14168308,18,3874,21.71428571,0.171623339,18.44542272,0.14165736,-0.151191989,0.670428484,18.52256754
10/22/2020,NC,2400,252992,2007.571429,22.88311192,50,4082,29.71428571,0.476731498,19.1414507,-0.179795879,-0.06538032,0.707696685,20.08589122
10/29/2020,NC,2885,269021,2289.857143,27.50740745,38,4283,28.71428571,0.362315939,21.83294053,0.660613648,0.10079466,0.775497869,20.8438214
11/5/2020,NC,2859,285661,2377.142857,27.25950707,41,4548,37.85714286,0.390919829,22.66517752,-0.03541434,-0.269693819,0.331180192,25.7308109
11/12/2020,NC,2893,303454,2541.857143,27.58368449,8,4706,22.57142857,0.07627704,24.23566729,0.04631106,-0.898979397,0.241296255,27.12591243
10/1/2020,ND,372,22218,395.2857143,48.81492582,0,191,5,0,51.87054522,-1.837120864,-1.312229189,1.967199014,55.6876016
10/8/2020,ND,527,25384,452.2857143,69.15447824,8,234,6.142857143,1.049783351,59.35025159,2.905650346,2.005836046,2.067447202,56.48372201
10/15/2020,ND,706,29653,609.8571429,92.64338072,12,289,7.857142857,1.574675026,80.02723438,3.355557497,-0.562383938,2.808322502,64.62864614
10/22/2020,ND,887,35052,771.2857143,116.394729,10,338,7,1.312229189,101.2103627,3.393049759,7.198514407,3.582842743,87.14456424
10/29/2020,ND,1223,41130,868.2857143,160.4856298,4,382,6.285714286,0.524891675,113.9389858,6.298700106,1.087275613,3.942637606,110.2116426
11/5/2020,ND,1536,49837,1243.857143,201.5584034,14,468,12.28571429,1.837120864,163.2225649,5.867539087,-0.44990715,2.180715856,134.5696198
11/12/2020,ND,1800,59173,1333.714286,236.201254,34,553,12.14285714,4.461579242,175.0138815,4.948978655,6.50490755,1.696449617,195.3464075
10/1/2020,NE,520,45564,469.4285714,26.88160926,0,478,2.285714286,0,24.26729891,0.199396552,-0.310172415,0.881556717,22.99167065
10/8/2020,NE,639,49396,547.4285714,33.03336214,0,507,4.142857143,0,28.29954029,0.878821841,0.642500001,1.004363329,26.42554381
10/15/2020,NE,924,54467,724.4285714,47.76655183,3,530,3.285714286,0.155086207,37.44962652,2.104741384,0.583419542,1.294608913,30.81639802
10/22/2020,NE,899,60308,834.4285714,46.47416677,11,576,6.571428571,0.568649427,43.13612079,-0.184626437,0.642500001,1.586747991,40.78025949
10/29/2020,NE,1169,66545,891,60.43192543,8,628,7.428571429,0.413563219,46.06060355,1.993965522,-0.110775862,1.614068405,46.97248978
11/5/2020,NE,1828,75888,1334.714286,94.49919562,9,669,5.857142857,0.465258622,68.99859211,4.866752885,0.708965519,0.869830143,54.3474631
11/12/2020,NE,2209,89942,2007.714286,114.1951439,1,731,8.857142857,0.051695402,103.7895979,2.813706903,-2.666005753,1.007265514,82.57820906
10/1/2020,NH,51,8317,39,3.750797044,2,441,0.428571429,0.14709008,2.868256563,0.14709008,-0.021012869,0.099670613,2.631392782
10/8/2020,NH,78,8878,80.14285714,5.736513127,1,449,1.142857143,0.07354504,5.894109641,0.283673726,-0.094557909,0.205498485,3.123348823
10/15/2020,NH,77,9426,78.28571429,5.662968087,5,463,2,0.3677252,5.757525995,-0.010506434,-0.021012869,0.211270914,6.418310219
10/22/2020,NH,77,9994,81.14285714,5.662968087,1,470,1,0.07354504,5.967654681,0,-0.199622252,0.218582658,6.269579323
10/29/2020,NH,127,10768,110.5714286,9.340220091,4,482,1.714285714,0.29418016,8.131980147,0.525321715,0.304686595,0.278615923,6.498396087
11/5/2020,NH,245,11808,148.5714286,18.01853482,2,486,0.571428571,0.14709008,10.92669167,1.239759247,1.187227076,0.132193137,9.598698203
11/12/2020,NH,322,13470,237.4285714,23.68150291,3,495,1.285714286,0.22063512,17.4616938,0.808995441,-0.388738069,0.166115779,13.0771745
10/1/2020,NJ,614,205889,619.5714286,6.912709591,5,16127,5.714285714,0.056292423,6.975435434,0.080417748,-0.408522158,0.252550017,5.58870517
10/8/2020,NJ,1298,211148,751.2857143,14.61351311,8,16160,4.714285714,0.090067877,8.458338701,1.100114788,1.428219199,0.269516289,7.595805178
10/15/2020,NJ,971,216994,835.1428571,10.93198862,6,16197,5.285714286,0.067550908,9.402443059,-0.52593207,-1.2175247,0.36365553,9.210592444
10/22/2020,NJ,1162,224385,1055.857143,13.08235919,18,16263,9.428571429,0.202652724,11.88735146,0.307195796,0.15922714,0.424156782,10.23866199
10/29/2020,NJ,1550,234547,1451.714286,17.45065125,8,16332,9.857142857,0.090067877,16.34410304,0.624041722,-0.398872029,0.575792832,12.94456907
11/5/2020,NJ,1962,247219,1810.285714,22.08914693,12,16403,10.14285714,0.135101816,20.38107397,0.662642241,-0.569357654,0.263140996,19.37948023
11/12/2020,NJ,3491,266986,2823.857143,39.30337,19,16495,13.14285714,0.213911209,31.79235237,2.459174724,1.441086038,0.292607453,24.39227433
10/1/2020,NM,278,29435,206.8571429,13.25811499,2,877,2.857142857,0.095382122,9.865236643,0.551853707,0.10900814,0.341129657,7.018310465
10/8/2020,NM,425,31372,276.7142857,20.26870098,2,896,2.714285714,0.095382122,13.19679791,1.001512284,0.027252035,0.446687701,10.74261475
10/15/2020,NM,577,34290,416.8571429,27.51774227,3,921,3.571428571,0.143073183,19.88035948,1.035577327,0.790309013,0.690244793,14.37047291
10/22/2020,NM,819,38715,632.1428571,39.05897906,8,950,4.142857143,0.381528489,30.14756364,1.648748113,-0.006813009,1.043851761,21.64844602
10/29/2020,NM,657,43826,730.1428571,31.33302716,11,991,5.857142857,0.524601672,34.82128763,-1.103707415,-1.028764318,1.315857121,32.82877781
11/5/2020,NM,1011,50251,917.8571429,48.21566279,14,1059,9.714285714,0.667674856,43.7735811,2.411805091,-1.355788738,0.531897331,41.18793399
11/12/2020,NM,1487,59034,1254.714286,70.91660789,14,1158,14.14285714,0.667674856,59.83865569,3.242992156,2.411805091,0.564559119,52.38866215
10/1/2020,NV,430,80410,459,13.96033188,3,1603,5.571428571,0.097397664,14.90184263,0.185519361,0.760629378,0.539028015,13.14132129
10/8/2020,NV,480,83827,488.1428571,15.58362628,13,1649,6.571428571,0.422056545,15.84799137,0.231899201,0.018551936,0.57198466,16.22715808
10/15/2020,NV,655,87969,591.7142857,21.2651567,7,1698,7,0.227261217,19.21052978,0.811647202,0.58902397,0.673912429,17.25745383
10/22/2020,NV,789,92853,697.7142857,25.6155857,4,1736,5.428571429,0.129863552,22.65191392,0.621489858,0.222623233,0.806928166,20.91904412
10/29/2020,NV,1075,98554,814.4285714,34.9008297,3,1769,4.714285714,0.097397664,26.44114686,1.326463428,1.298635524,0.91989811,24.66649239
11/5/2020,NV,1267,105360,972.2857143,41.13428021,10,1824,7.857142857,0.324658881,31.56611919,0.890492931,-1.414585124,0.438884162,31.23827316
11/12/2020,NV,1469,114880,1360,47.69238961,3,1880,8,0.097397664,44.1536078,0.936872771,0.755991394,0.4311002,37.77864896
10/1/2020,NY,1382,460031,1026.285714,7.104097805,11,25490,7.285714286,0.056544917,5.275567359,0.313567269,0.067560161,0.181747642,4.466100794
10/8/2020,NY,1836,470104,1439,9.43786076,10,25555,9.285714286,0.05140447,7.397103286,0.333394708,0.06902886,0.25872881,5.744757046
10/15/2020,NY,1460,479400,1328,7.505052674,13,25618,9,0.066825811,6.826513665,-0.276115441,-0.182118695,0.260154388,8.054974628
10/22/2020,NY,1628,490134,1533.428571,8.368647776,15,25694,10.85714286,0.077106706,7.882508356,0.123370729,-0.459702835,0.284200916,7.433638851
10/29/2020,NY,2499,503176,1863.142857,12.84597715,19,25792,14,0.097668494,9.577387179,0.639618481,0.635946733,0.327371697,8.583549852
11/5/2020,NY,2997,518812,2233.714286,15.40591977,24,25892,14.28571429,0.123370729,11.48228998,0.365706089,0.295942879,0.159802566,11.33263506
11/12/2020,NY,4797,545762,3850,24.65872444,29,26055,23.28571429,0.149072964,19.79072109,1.321829238,-0.656508522,0.184232866,13.74212014
10/1/2020,OH,1327,155314,1081.428571,11.35245656,13,4817,14.57142857,0.111214721,9.251598253,0.410638971,0.194320228,0.323825771,8.196597024
10/8/2020,OH,1539,164262,1278.285714,13.16611202,13,4983,23.71428571,0.111214721,10.93570689,0.259093637,-0.161322453,0.391061921,10.0744016
10/15/2020,OH,2178,175843,1654.428571,18.63274332,5,5038,7.857142857,0.042774893,14.15360097,0.780947329,0.029331355,0.489812218,11.90828871
10/22/2020,OH,2425,190430,2083.857143,20.74582303,12,5161,17.57142857,0.102659743,17.8273532,0.30186853,-0.097771184,0.641921697,15.41237054
10/29/2020,OH,3590,208937,2643.857143,30.71237307,19,5275,16.28571429,0.162544593,22.6181412,1.423792862,1.129257171,0.776304468,19.41285286
11/5/2020,OH,4961,235170,3747.571429,42.44124868,33,5461,26.57142857,0.282314293,32.06039326,1.67555366,-0.113659001,0.420035871,26.73765394
11/12/2020,OH,7101,274457,5612.428571,60.74890282,35,5658,28.14285714,0.29942425,48.01420615,2.615379163,0.411861111,0.452867237,38.37020113
10/1/2020,OK,1170,88369,1017.857143,29.56807113,4,1035,7.714285714,0.101087423,25.72313881,0.314093063,0.707611959,0.930679983,31.15987125
10/8/2020,OK,1212,95564,1027.857143,30.62948907,10,1085,7.142857143,0.252718557,25.97585736,0.151631134,0.057764242,0.945887172,28.0108608
10/15/2020,OK,1221,103836,1181.714286,30.85693577,11,1143,8.285714286,0.277990412,29.86411287,0.032492386,-0.386298365,1.092669608,28.28605522
10/22/2020,OK,1628,112483,1235.285714,41.14258103,11,1221,11.14285714,0.277990412,31.21796228,1.469377894,0.801478851,1.08962817,32.52011797
10/29/2020,OK,1041,120193,1101.428571,26.30800175,20,1306,12.14285714,0.505437113,27.83514389,-2.119225611,-0.083036097,1.097165646,33.9943738
11/5/2020,OK,2101,129873,1382.857143,53.09616876,21,1413,15.28571429,0.530708969,34.94736613,3.826881001,2.010917658,0.410604459,32.77866163
11/12/2020,OK,2357,144691,2116.857143,59.56576381,11,1481,9.714285714,0.277990412,53.49690819,0.924227864,-2.43692894,0.524428626,41.82535929
10/1/2020,OR,353,33862,285.2857143,8.369417059,1,560,3,0.023709397,6.763952193,-0.03048351,-0.125321097,0.24886591,7.431902594
10/8/2020,OR,482,36116,322,11.42792924,11,594,4.857142857,0.260803364,7.63442576,0.436930312,0.179514004,0.263629142,7.365513389
10/15/2020,OR,365,38525,344.1428571,8.653929821,3,611,2.428571429,0.07112819,8.159419545,-0.396285632,-0.687572506,0.313377512,8.313403695
10/22/2020,OR,367,40810,326.4285714,8.701348614,11,646,5,0.260803364,7.739424517,0.006774113,0.254029251,0.283230745,8.88508851
10/29/2020,OR,565,43793,426.1428571,13.39580917,2,673,3.857142857,0.047418794,10.10359008,0.670637223,0.287899818,0.345509253,8.427740658
11/5/2020,OR,790,47839,578,18.73042345,5,710,5.285714286,0.118546984,13.70403133,0.762087753,0.189675174,0.180104582,11.89550682
11/12/2020,OR,1109,53879,862.8571429,26.29372102,4,746,5.142857143,0.094837587,20.45782235,1.080471081,0.159191664,0.193295028,16.40112254
10/1/2020,PA,1156,160123,960.8571429,9.029846846,18,8160,11.57142857,0.140603152,7.50553014,0.338117103,0.053563105,0.262527287,6.651686883
10/8/2020,PA,1376,167928,1115,10.74832981,27,8299,19.85714286,0.210904727,8.709584112,0.245497566,0.071417474,0.310021714,8.17304457
10/15/2020,PA,1598,177520,1370.285714,12.48243535,21,8432,19,0.16403701,10.70369389,0.247729362,0.284553997,0.382980022,9.484182704
10/22/2020,PA,2063,188360,1548.571429,16.11468343,30,8592,22.85714286,0.234338586,12.09633463,0.518892583,0.352623777,0.424057388,11.65564132
10/29/2020,PA,2202,202876,2073.714286,17.20045221,44,8762,24.28571429,0.343696593,16.19837578,0.155109826,-0.740956291,0.587631139,13.17213844
11/5/2020,PA,2900,220566,2527.142857,22.65272998,47,8937,25,0.367130451,19.74023612,0.778896824,0.146182642,0.254636131,19.11926458
11/12/2020,PA,5488,248856,4041.428571,42.86833866,49,9194,36.71428571,0.382753024,31.56875523,2.887944098,0.749883475,0.286099896,23.62531315
10/1/2020,RI,166,24914,86.14285714,15.6698236,3,1117,1.571428571,0.283189583,8.131586602,0.431526984,-0.364100893,0.282037013,12.08537995
10/8/2020,RI,269,26045,161.5714286,25.39266596,1,1127,1.428571429,0.094396528,15.25178184,1.388977479,1.550800098,0.50776541,8.854780207
10/15/2020,RI,274,27438,199,25.86464859,2,1149,3.142857143,0.188793055,18.78490902,0.067426091,-0.256219147,0.68558209,16.60821959
10/22/2020,RI,471,29594,308,44.46076456,4,1173,3.428571429,0.377586111,29.07413054,2.656587994,-0.984420932,0.967619103,20.4555702
10/29/2020,RI,368,32312,388.2857143,34.7379222,3,1195,3.142857143,0.283189583,36.65282319,-1.388977479,-1.726107935,1.393391265,31.65987749
11/5/2020,RI,628,35750,491.1428571,59.28101941,8,1222,3.857142857,0.755172222,46.36218033,3.506156744,2.427339284,0.559767092,43.10420438
11/12/2020,RI,988,40764,716.2857143,93.26376939,7,1250,4,0.660775694,67.61488428,4.854678568,-0.525923512,0.62605232,55.48672375
10/1/2020,SC,381,148323,802.2857143,7.399906074,22,3400,17.28571429,0.427291164,15.58225441,-1.775755488,-0.141505515,0.635787448,21.93825713
10/8/2020,SC,1050,154755,918.8571429,20.39344194,12,3514,16.28571429,0.233067908,17.84634266,1.856219409,0.671457544,0.585684633,16.96808319
10/15/2020,SC,1297,161106,907.2857143,25.19075637,14,3607,13.28571429,0.271912559,17.6215986,0.685330634,0.155378605,0.620339927,19.43353117
10/22/2020,SC,1128,167485,911.2857143,21.90838334,47,3755,21.14285714,0.912849306,17.69928791,-0.468910434,-0.296884121,0.665462949,19.1887992
10/29/2020,SC,1100,174591,1015.142857,21.36455822,13,3889,19.14285714,0.252490233,19.71643516,-0.077689303,-0.210870964,0.725017208,19.27339791
11/5/2020,SC,769,181639,1006.857143,14.93576843,7,3992,14.71428571,0.13595628,19.55550731,-0.918398542,-0.935046249,0.285579335,23.27836384
11/12/2020,SC,1495,190490,1264.428571,29.03637685,8,4084,13.14285714,0.155378605,24.55814348,2.014372632,1.073777147,0.224881035,23.40422785
10/1/2020,SD,747,23136,434.1428571,84.43931504,13,236,3.714285714,1.469492765,49.07459904,4.586109289,5.441967712,1.629519947,42.39608598
10/8/2020,SD,505,26411,467.8571429,57.08414203,14,272,5.142857143,1.58253067,52.88559127,-3.907881859,-14.21047949,2.080225646,53.43911459
10/15/2020,SD,797,31012,657.2857143,90.09121029,13,304,4.571428571,1.469492765,74.29820013,4.715295466,7.202129376,2.548675663,57.58904255
10/22/2020,SD,973,36017,715,109.9858816,14,347,6.142857143,1.58253067,80.82210208,2.842095897,7.508946546,2.856243857,80.90601061
10/29/2020,SD,1000,43000,997.5714286,113.037905,19,403,8,2.147720195,112.7633844,0.436003348,-10.59326653,4.114316063,88.01012456
11/5/2020,SD,1360,51151,1164.428571,153.7315508,22,482,11.28571429,2.48683391,131.6245662,5.813377971,11.1907526,1.685398551,132.8921134
11/12/2020,SD,2020,60716,1366.428571,228.3365681,0,567,12.14285714,0,154.458223,10.65785961,3.794843954,1.434452773,157.5296048
10/1/2020,TN,1293,197432,1412.571429,18.9334757,47,2501,27.28571429,0.688223788,20.68436722,0.958074453,1.027106018,0.722532676,21.42145156
10/8/2020,TN,1992,209447,1716.428571,29.16897417,63,2705,29.14285714,0.922512737,25.13376539,1.462214067,0.307504246,0.867039211,22.52395928
10/15/2020,TN,2289,222827,1911.428571,33.51796279,36,2864,22.71428571,0.527150136,27.98916196,0.621284088,1.397366232,1.00242789,27.36907066
10/22/2020,TN,2046,237907,2154.285714,29.95969937,41,3011,21,0.600365432,31.54533351,-0.508323345,-1.727881,1.174058133,30.47841577
10/29/2020,TN,2660,256880,2710.428571,38.9505378,22,3263,36,0.322147305,39.68896636,1.284405489,0.962258184,1.406678409,34.35086023
11/5/2020,TN,1969,271771,2127.285714,28.8321838,31,3509,35.14285714,0.453934839,31.14997091,-1.445479142,-3.535252893,0.473454311,46.68643389
11/12/2020,TN,3344,296725,3564.857143,48.96639037,27,3788,39.85714286,0.395362602,52.20041462,2.876315224,2.485136353,0.492023034,37.2805985
10/1/2020,TX,3534,752501,4083.142857,12.187938,112,15823,79.42857143,0.386261759,14.08180306,-0.387247121,-1.515978868,0.529970921,24.19606191
10/8/2020,TX,4238,781794,4184.714286,14.61586906,104,16334,73,0.358671633,14.43209912,0.346847294,1.116414727,0.515913193,15.33418718
10/15/2020,TX,4726,809808,4002,16.29886673,95,16812,68.28571429,0.327632742,13.80196035,0.240428238,-0.028575487,0.49673044,15.71563729
10/22/2020,TX,6291,845100,5041.714286,21.69618505,85,17286,67.71428571,0.293145085,17.38769133,0.771045476,0.482827199,0.60863284,15.02945628
10/29/2020,TX,6826,886820,5960,23.54127471,119,17819,76.14285714,0.410403119,20.55464361,0.263584236,0.07882893,0.74321889,18.93408907
11/5/2020,TX,8594,934994,6882,29.63869247,133,18453,90.57142857,0.458685839,23.73440559,0.871059681,-1.099663579,0.31770261,24.25603484
11/12/2020,TX,8461,993841,8406.714286,29.18000664,143,19147,99.14285714,0.493173496,28.99278793,-0.065526548,-0.81587943,0.289865608,28.40557534
10/1/2020,UT,1008,74050,990.1428571,31.44145993,0,459,2.142857143,0,30.88446128,-0.846637952,-0.975861639,1.162243525,31.35063678
10/8/2020,UT,1501,81947,1128.142857,46.81907873,5,501,6,0.155959623,35.18894687,2.196802685,1.746747774,1.208432953,33.63121243
10/15/2020,UT,1498,90461,1216.285714,46.72550295,2,529,4,0.062383849,37.93829221,-0.013367968,-0.623838491,1.390089608,38.31852324
10/22/2020,UT,1543,99549,1298.285714,48.12913956,6,563,4.857142857,0.187151547,40.49603003,0.200519515,-0.775342124,1.475939923,41.31238532
10/29/2020,UT,1837,110640,1584.428571,57.29956537,10,598,5,0.311919245,49.42137643,1.31006083,0.365391116,1.76221645,44.09759899
11/5/2020,UT,2807,124292,1950.285714,87.55573217,7,632,4.857142857,0.218343472,60.83316482,4.322309543,1.93835531,0.781881986,58.20585958
11/12/2020,UT,3919,143639,2763.857143,122.2411523,9,687,7.857142857,0.280727321,86.21002343,4.955060012,3.952462438,0.810543206,72.80574354
10/1/2020,VA,450,148721,747,5.272087145,20,3228,16.42857143,0.234314984,8.751664662,-0.756502663,-1.049396394,0.348264201,10.99349678
10/8/2020,VA,1844,155535,973.4285714,21.60384155,25,3328,14.28571429,0.29289373,11.40444502,2.333107772,2.744832673,0.332264032,9.530005744
10/15/2020,VA,1331,162941,1058,15.5936622,7,3388,8.571428571,0.082010244,12.39526267,-0.858597049,-1.354005873,0.485461046,12.41871469
10/22/2020,VA,1332,170104,1023.285714,15.60537795,9,3524,19.42857143,0.105441743,11.9885588,0.001673678,-0.354819833,0.439054428,13.49765204
10/29/2020,VA,1429,178183,1154.142857,16.74180562,20,3636,16,0.234314984,13.52164827,0.162346811,-0.384946046,0.489323156,13.05477742
11/5/2020,VA,1366,187202,1288.428571,16.00371342,11,3688,7.428571429,0.128873241,15.09490602,-0.105441743,0.209209807,0.215372783,15.96980048
11/12/2020,VA,1521,198027,1546.428571,17.81965455,17,3758,10,0.199167737,18.11756932,0.259420161,-0.471977325,0.17814052,18.06573536
10/1/2020,VT,3,1755,4.428571429,0.480777706,0,58,0,0,0.709719471,0.022894176,-0.022894176,0.025156968,0.473675717
10/8/2020,VT,11,1838,11.85714286,1.762851589,0,58,0,0,1.900216648,0.183153412,0.114470882,0.06289242,0.772839328
10/15/2020,VT,14,1903,9.285714286,2.243629295,0,58,0,0,1.488121471,0.068682529,0.137365059,0.051991067,2.069214974
10/22/2020,VT,16,1987,12,2.564147765,0,58,0,0,1.923110824,0.045788353,-0.228941765,0.068762379,1.620469558
10/29/2020,VT,21,2141,22,3.365443942,0,58,0,0,3.525703177,0.114470882,0.297624294,0.124946275,2.094145275
11/5/2020,VT,36,2303,23.14285714,5.769332472,0,58,0,0,3.708856589,0.343412647,-0.183153412,0.046385309,4.147976312
11/12/2020,VT,116,2651,49.71428571,18.5900713,0,59,0.142857143,0,7.967173414,1.831534118,0.84708453,0.061204886,4.438796871
10/1/2020,WA,480,87522,545.7142857,6.303437225,2,2126,6.428571429,0.026264322,7.166407797,-0.054404667,-0.812317952,0.264483196,5.115345513
10/8/2020,WA,545,91208,526.5714286,7.157027682,12,2177,7.285714286,0.157585931,6.915020718,0.121941494,0.153833885,0.248816225,7.803761925
10/15/2020,WA,734,95509,614.4285714,9.63900609,10,2221,6.285714286,0.131321609,8.068774852,0.354568344,1.080589239,0.282555183,7.530017397
10/22/2020,WA,724,99874,623.5714286,9.507684481,4,2286,9.285714286,0.052528644,8.188840323,-0.01876023,-0.936135469,0.300627171,8.78638221
10/29/2020,WA,716,104743,695.5714286,9.402627194,16,2353,9.571428571,0.210114574,9.134355907,-0.015008184,-0.086297057,0.335121992,8.917125865
11/5/2020,WA,1469,111480,962.4285714,19.29114434,16,2416,9,0.210114574,12.63876684,1.412645307,1.168762319,0.147784637,10.80034384
11/12/2020,WA,0,120011,1218.714286,0,0,2482,9.428571429,0,16.00435207,-2.755877763,-4.226679782,0.187139052,15.12620328
10/1/2020,WI,3000,132123,2489,51.52484339,21,1358,11.85714286,0.360673904,42.74844507,1.280760393,-0.103049687,1.518874201,37.74149346
10/8/2020,WI,3274,149467,2477.714286,56.23077909,9,1435,11,0.15457453,42.55461351,0.672276528,0.662462272,1.534062045,46.5503356
10/15/2020,WI,4040,171122,3093.571429,69.3867891,18,1565,18.57142857,0.30914906,53.13192779,1.879430002,-0.230635013,1.877271356,46.33926537
10/22/2020,WI,3632,195823,3528.714286,62.3794104,23,1725,22.85714286,0.395023799,60.60548365,-1.0010541,-3.55276063,2.256518095,57.85728734
10/29/2020,WI,5146,226705,4411.714286,88.38228136,60,2003,39.71428571,1.030496868,75.77096255,3.714695852,4.286376257,2.63926972,65.99551395
11/5/2020,WI,6284,263571,5266.571429,107.927372,40,2269,38,0.686997912,90.45308935,2.792155799,-2.421667639,1.210961433,89.45456385
11/12/2020,WI,8223,309572,6571.571429,141.2295957,67,2621,50.28571429,1.150721502,112.8663962,4.75746054,1.611991529,1.078419824,108.2551672
10/1/2020,WV,176,16024,188.2857143,9.820622973,4,354,4.142857143,0.223195977,10.50615347,-0.207253407,-0.494219663,0.392409594,11.07596306
10/8/2020,WV,186,17325,185.8571429,10.37861292,1,370,2.285714286,0.055798994,10.37064163,0.079712849,-0.294937541,0.376935109,11.44053238
10/15/2020,WV,264,19082,251,14.73093446,2,393,3.285714286,0.111597988,14.00554754,0.621760221,0.143483128,0.490220021,11.29296861
10/22/2020,WV,323,21057,282.1428571,18.02307512,5,418,3.571428571,0.278994971,15.74328764,0.470305808,0.852927482,0.559417249,15.25114977
10/29/2020,WV,402,23466,344.1428571,22.43119566,7,443,3.571428571,0.390592959,19.20282528,0.629731506,-0.510162232,0.680293419,17.14343813
11/5/2020,WV,560,26547,440.1428571,31.24743673,8,480,5.285714286,0.446391953,24.55952872,1.259463011,0.972496755,0.317832384,22.69407059
11/12/2020,WV,696,30897,621.4285714,38.83609994,2,555,10.71428571,0.111597988,34.67508923,1.084094744,-2.829806133,0.335080483,29.393091
10/1/2020,WY,135,6083,111.1428571,23.32577118,3,53,0.428571429,0.518350471,19.20365077,-0.024683356,0.617083894,0.704293497,17.55172791
10/8/2020,WY,193,7092,144.1428571,33.34721361,1,54,0.142857143,0.17278349,24.90550594,1.431634633,1.382267922,0.859798607,20.91155331
10/15/2020,WY,198,8375,183.2857143,34.21113106,0,57,0.428571429,0,31.66874542,0.123416779,-1.949985104,1.155439138,27.12051065
10/22/2020,WY,271,10119,249.1428571,46.82432584,7,68,1.571428571,1.209484431,43.04777241,1.801884969,-0.888600807,1.510750235,34.48524794
10/29/2020,WY,361,12507,341.1428571,62.37483996,10,87,2.714285714,1.727834902,58.94385351,2.221502017,1.777201613,2.07762061,46.87628402
11/5/2020,WY,365,15409,414.5714286,63.06597392,0,105,2.571428571,0,71.63109836,0.098733423,-1.999351815,0.951050332,69.41029287
11/12/2020,WY,1105,20479,724.2857143,190.9257567,0,127,3.142857143,0,125.1446136,18.26568325,25.49790648,1.066150143,85.72881902
10/1/2020,Region,45238,7182943,34607,13.78200882,847,199040,696.8571429,0.25804327,12.9056453,0.119773162,-0.122340974,0.468319644,13.98560696
10/8/2020,Region,54699,7501098,38507.85714,16.66435519,975,203782,677.4285714,0.297039184,13.84681341,0.411763768,0.130740763,0.492097653,14.05342624
10/15/2020,Region,62448,7869347,44591.71429,19.02513123,949,208513,675.8571429,0.289118139,16.02701574,0.337253719,0.111460418,0.574683032,15.07829841
10/22/2020,Region,72706,8291912,50751.14286,22.1502881,1134,213970,779.5714286,0.34547942,18.39096889,0.446450981,0.238719403,0.657270005,17.45239996
10/29/2020,Region,87158,8819759,63893,26.55317044,1047,219508,791.1428571,0.318974385,22.97307576,0.628983192,-0.157898631,0.818417185,20.02659448
11/5/2020,Region,115758,9465244,78565.57143,35.26631983,1117,225990,926,0.340300275,28.09294323,1.244735627,0.183010955,0.368920662,27.11401763
11/12/2020,Region,149099,10370024,111629.1429,45.4238413,1096,233303,1044.714286,0.333902508,39.37803849,1.451074495,-0.342824564,0.37833311,33.62191703
